id,name,review_count,categories,subcate,rate,location,phone,latitude,longitude 
1869,One River School of Art & Design,6,Galleries,Art Schools,5.0,49 N Dean St,(201) 266-5244,40.8953,-73.973
1870,Acqua Santa Tattoo,10,Galleries,Art Galleries,5.0,235 W 18th St,(212) 470-4780,40.7419,-73.9994
1871,LQ Gallery,1,Galleries,Art Galleries,5.0,143 Manorhaven Blvd,(516) 883-2636,40.8408,-73.7144
1872,One Stop Framing Shop,38,Galleries,Framing,4.5,269 W 36th St,(212) 869-7040,40.7534,-73.9921
1873,14th Street Framing Gallery,11,Galleries,Framing,4.0,225 W 14th St,(212) 691-8156,40.7392,-74.0007
1874,Rockaway Artists Alliance,3,Galleries,Art Galleries,4.5,260 Beach 116th St,(718) 474-0861,40.5811,-73.8376
1875,Manos de Mexicanos,2,Galleries,Art Galleries,3.5,204 Van Dyke St,(718) 858-5333,40.6775,-74.0172
1876,The Potter's Wheel,27,Galleries,Arts & Crafts,4.5,120-33 83rd Ave,(718) 441-6614,40.7087,-73.8312
1877,Barclay Galleries,5,Galleries,Antiques,5.0,36 W 44th St,(212) 869-4444,40.7552,-73.982
1878,Barclay Galleries,5,Galleries,Antiques,5.0,36 W 44th St,(212) 869-4444,40.7552,-73.982
1879,New York School of the Arts,1,Galleries,Art Schools,5.0,315 E 62nd St,(646) 880-9050,40.7622,-73.9621
1880,Alice Austen House Museum,21,Galleries,Museums,4.5,2 Hylan Blvd,(718) 816-4506,40.615,-74.0631
1881,Denise Bibro Fine Art Company,2,Galleries,Art Galleries,4.0,529 W 20th St,(212) 647-7030,40.7466,-74.0069
1882,O'sullivan Antiques,2,Galleries,Antiques,5.0,51 E 10th St,(212) 260-8985,40.7322,-73.9922
1883,L & O Frame,30,Galleries,Framing,4.5,140 Duane St,(212) 587-5744,40.7161,-74.0077
1884,Gene Davidov Jewelry Design,1,Galleries,Jewelry,5.0,145 Front St,(804) 339-2934,40.7025,-73.9872
1885,Unnamed Studio,1,Galleries,Video/Film Production,5.0,63 Woodward Ave,,40.7132,-73.9196
1886,Cheryl McGinnis Gallery,1,Galleries,Art Galleries,1.0,215 W 88th St,(212) 594-4066,40.7895,-73.975
1887,Framing By Nadia,44,Galleries,Framing,5.0,528 Court St,(347) 294-0868,40.6758,-73.9994
1888,The Broken Kilometer,3,Galleries,Art Galleries,4.0,393 W Broadway,,40.7242,-74.0021
1889,Carlton Hobbs,1,Galleries,Art Galleries,1.0,60 E 93rd St,(212) 423-9000,40.7849,-73.9549
1890,Metro Frame Art,6,Galleries,Framing,3.5,211 W 92nd St,(212) 595-1615,40.792,-73.973
1891,Syl-Lee Antiques,3,Galleries,Antiques,5.0,40 W 25th St,(212) 366-9466,40.7436,-73.9911
1892,Aaron Faber Gallery,24,Galleries,Jewelry,3.5,666 5th Ave,(212) 586-8411,40.7603,-73.9761
1893,Frames and Stretchers Factory,1,Galleries,Framing,5.0,610 Smith St,(646) 535-0787,40.6699,-74.0006
1894,Nippon Club,6,Galleries,Cultural Center,5.0,145 W 57th St,(212) 581-2223,40.7653,-73.9787
1895,Gallery 52,4,Galleries,Antiques,5.0,81 Purchase St,(914) 921-1585,40.9846,-73.685
1896,RESOBOX Chelsea,6,Galleries,Japanese,4.5,203 W 20th St,(212) 242-6238,40.7425,-73.9973
1897,Pottery and Glass Land,7,Galleries,Art Galleries,2.5,1730 Coney Island Ave,(917) 744-1887,40.6153,-73.9635
1898,El Museo Del Barrio,85,Galleries,Art Galleries,3.5,1230 5th Ave,(212) 831-7272,40.7931,-73.9514
1899,Austrian Cultural Forum,8,Galleries,Performing Arts,4.0,11 E 52nd St,(212) 319-5300,40.7596,-73.9753
1900,Studio 26 Gallery,1,Galleries,Art Galleries,1.0,179 E 3rd St,(646) 403-0257,40.7232,-73.9839
1901,The Museum at Fit,94,Galleries,Museums,4.5,7TH Ave 27th St,(212) 217-4558,40.7466,-73.9937
1902,Carolina Nitsch Contemporary Art,1,Galleries,Art Galleries,1.0,101 Wooster St,(212) 463-0610,40.7247,-74.001
1903,Cult Party,2,Galleries,Accessories,5.0,53 Waterbury St,(617) 596-2711,40.7091,-73.9372
1904,Ilana Lobet Framing,6,Galleries,Framing,5.0,310 Riverside Dr,(212) 665-3666,40.8004,-73.9711
1905,Ermine New York,5,Galleries,Jewelry,5.0,11 Prince St,(646) 454-1539,40.7228,-73.9938
1906,Michele Benjamin Jewelry Design,1,Galleries,Jewelry,5.0,"Forest Hills, NY 11375",(718) 791-6249,40.7227,-73.8479
1907,LOFT 29,1,Galleries,Art Space Rentals,5.0,525 W 29th St,(646) 688-3343,40.7522,-74.0026
1908,Museum of Modern Art Design Store,31,Galleries,Art Galleries,4.0,44 W 53rd St,(212) 767-1050,40.7613,-73.9781
1909,Flowers For All Occasions,25,Galleries,Bars,3.5,1114 De Kalb Ave,,40.6937,-73.9298
1910,Sugar Hill Children's Museum of Art & Storytelling,6,Galleries,Children's Museums,5.0,898 St Nicholas Ave At 155th St,(212) 335-0004,40.8306,-73.9413
1911,Allerton Custom Framing,17,Galleries,Framing,4.5,241 8th Ave,(646) 486-3781,40.7449,-73.9989
1912,Linhardt Design,17,Galleries,Jewelry,4.5,48 W 48th St,(917) 748-9000,40.758,-73.9804
1913,One,1,Galleries,Art Galleries,1.0,675 Hudson St,(212) 925-1111,40.7404,-74.0054
1914,Puffin Cultural Forum,1,Galleries,Music Venues,5.0,20 Puffin Way,(201) 836-3499,40.8749,-74.0121
1915,Leathernecks Tattoo,43,Galleries,Art Galleries,4.5,667A 5th Ave,(718) 499-9465,40.662,-73.9927
1916,Littlefield,14,Galleries,Art Galleries,3.0,635 Sackett St,,40.6784,-73.9833
1917,Times of Grace,4,Galleries,Art Galleries,5.0,1417 Main St,(732) 396-1372,40.6054,-74.2743
1918,Juxtapose Gallery,2,Galleries,Art Galleries,4.5,58 Elm St,(908) 232-3278,40.6513,-74.3478
1919,Spyscape,119,Galleries,Museums,4.5,928 8th Ave,(212) 549-1941,40.7652,-73.9837
1920,Arielle's Gallery,2,Galleries,Art Galleries,2.5,20 N Dean St,(201) 894-0405,40.8945,-73.9741
1921,Mckenzie Fine Art,1,Galleries,Art Galleries,5.0,55 Orchard St,(212) 989-5467,40.7167,-73.9912
1922,Made In Earth,13,Galleries,Jewelry,5.0,250 Elizabeth St,(310) 492-5354,40.7235,-73.9936
1923,Canada,3,Galleries,Art Galleries,2.5,333 Broome St,(212) 925-4631,40.719,-73.994
1924,Excel Art & Framing III,42,Galleries,Framing,4.5,81 3rd Ave,(212) 982-8080,40.7316,-73.9881
1925,dREALM,1,Galleries,Art Galleries,4.0,218E 5th St,(212) 260-5467,40.7272,-73.9904
1926,New York Academy of Art,8,Galleries,Art Schools,4.0,111 Franklin St,(212) 966-0300,40.7184,-74.0061
1927,Drummond Framing,2,Galleries,Framing,3.0,38 W 21st St,(212) 647-1701,40.7409,-73.9927
1928,Westfield World Trade Center,80,Shopping Center,Shopping Centers,4.0,185 Greenwich St,(212) 284-9982,40.7115,-74.0115
1929,Brookfield Place,224,Shopping Center,Shopping Centers,4.0,230 Vesey St,(212) 978-1673,40.7142,-74.0156
1930,SoHo,78,Shopping Center,Fashion,4.5,"New York, NY 10012",,40.7209,-73.9994
1931,Fulton Street Mall,1,Shopping Center,Shopping Centers,4.0,472 Fulton St,(718) 797-1950,40.692,-73.9888
1932,Gateway Center,91,Shopping Center,Shopping Centers,3.5,409 Gateway Dr,,40.6521,-73.8716
1933,The Atrium Shops & Cafes,2,Shopping Center,Shopping Centers,5.0,153 E 53rd St,(212) 326-4000,40.7577,-73.9696
1934,The Mini Mall,10,Shopping Center,Shopping Centers,4.5,218 Bedford Ave,,40.7166,-73.9591
1935,Broadway Plaza Outparcel,13,Shopping Center,Shopping Centers,2.0,5510 Broadway,(203) 635-5560,40.8778,-73.9056
1936,Throgs Neck Shopping Center,3,Shopping Center,Shopping Centers,5.0,815 Hutchinson River Pkwy,,40.8236,-73.8374
1937,Phoenix Mall Incorporated,2,Shopping Center,Shopping Centers,3.5,246 Canal St,(212) 966-8832,40.7182,-74.0004
1938,Fulton Center,66,Shopping Center,Shopping Centers,3.0,200 Broadway,(201) 477-7308,40.7104,-74.0089
1939,Manhattan Mall,203,Shopping Center,Shopping Centers,2.0,100 W 33rd St,(212) 465-0500,40.7494,-73.9891
1940,New World Mall,151,Shopping Center,Shopping Centers,3.0,136 - 20 Roosevelt Ave,(718) 353-0551,40.7598,-73.8289
1941,Bronx Terminal Market,9,Shopping Center,Shopping Centers,3.0,610 Exterior St,(718) 513-7725,40.8217,-73.9302
1942,Queens Place Mall,63,Shopping Center,Shopping Centers,3.0,88-01 Queens Blvd,,40.7351,-73.8746
1943,Staten Island Mall,114,Shopping Center,Shopping Centers,3.0,2655 Richmond Ave,(718) 761-6800,40.5824,-74.1659
1944,Union Square Holiday Market,221,Shopping Center,Shopping Centers,4.0,Union Sq & W 14th St,(212) 529-9262,40.7351,-73.9912
1945,New Horizons Shopping Mall,3,Shopping Center,Shopping Centers,3.5,1857 Bryant Ave,,40.8373,-73.884
1946,The Shops at Columbus Circle,122,Shopping Center,Shopping Centers,3.5,10 Columbus Cir,(212) 823-6300,40.7679,-73.9826
1947,Bay Plaza Shopping Center,2,Shopping Center,Shopping Centers,5.0,2100 Bartow Ave,(718) 379-4088,40.8674,-73.8251
1948,Georgetown Shopping Center,3,Shopping Center,Shopping Centers,4.5,2183 Ralph Ave,(718) 251-0391,40.6257,-73.9165
1949,The Mall at Bay Plaza,96,Shopping Center,Shopping Centers,3.5,200 Baychester Ave,(718) 208-2750,40.8637,-73.8276
1950,Good Mall,2,Shopping Center,Shopping Centers,3.0,5914 8th Ave,(347) 240-3010,40.6359,-74.0095
1951,Malcolm Shabazz Harlem Market,22,Shopping Center,Shopping Centers,4.0,52 W 116th St,(212) 987-8131,40.8014,-73.9487
1952,Liberty View Industrial Plaza,9,Shopping Center,Shopping Centers,4.0,850 3rd Ave,(718) 369-8900,40.6592,-74.0045
1953,Linden Center,5,Shopping Center,Shopping Centers,3.5,135-25 79th St,,40.6715,-73.8566
1954,Queens Center,358,Shopping Center,Shopping Centers,3.0,90-15 Queens Blvd,(718) 592-3900,40.7347,-73.87
1955,Lindenwood Village Shopping Center,3,Shopping Center,Shopping Centers,4.5,82-29 153rd Ave,,40.6667,-73.8512
1956,Bruckner Commons,1,Shopping Center,Shopping Centers,5.0,Turnbull Ave & White Plains Rd,,40.8234,-73.857
1957,Brooklyn Industries,53,Shopping Center,Men's Clothing,3.5,206 5th Ave,(718) 789-2764,40.6766,-73.9806
1958,The Bay Terrace,54,Shopping Center,Shopping Centers,3.5,26th Ave & Bell Blvd,(718) 631-0997,40.7797,-73.7767
1959,The Mills at Jersey Gardens,355,Shopping Center,Shopping Centers,3.5,651 Kapkowski Rd,(908) 436-3005,40.6607,-74.1723
1960,Winter Garden,8,Shopping Center,Shopping Centers,4.0,200 Liberty St,(212) 945-0505,40.7109,-74.0147
1961,8th Avenue Holiday Market,3,Shopping Center,Shopping Centers,4.5,46TH St 8th Ave,,40.7591,-73.9884
1962,Arcadia Mall,3,Shopping Center,Shopping Centers,2.5,42-35 Main St,,40.7545,-73.8278
1963,Atlantic Center,124,Shopping Center,Shopping Centers,2.5,625 Atlantic Ave,(718) 622-7893,40.6842,-73.9753
1964,Metro Mall-Middle Village,43,Shopping Center,Shopping Centers,2.5,6626 Metropolitan Ave,(718) 386-7436,40.7115,-73.8918
1965,Tess Giberson,1,Shopping Center,Shopping Centers,5.0,97 Crosby St,(212) 226-1932,40.7234,-73.9971
1966,Skyview Center,164,Shopping Center,Shopping Centers,3.0,40-24 College Point Blvd,(718) 460-2000,40.7574,-73.8349
1967,The Shops at Atlas Park,161,Shopping Center,Shopping Centers,3.0,8000 Cooper Ave,(718) 326-3300,40.7087,-73.8694
1968,Friendship Plaza,2,Shopping Center,Shopping Centers,4.5,41-42 Main St,,40.757,-73.8293
1969,The Market NYC,158,Shopping Center,Jewelry,4.0,427 Broadway,(646) 691-4525,40.7252,-74.001
1970,Fresh Meadows Place,1,Shopping Center,Shopping Centers,4.0,187-04 Horace Harding Expwy,,40.7402,-73.7876
1971,Century 21,215,Shopping Center,Department Stores,3.0,472 86th St,(718) 748-3266,40.6214,-74.027
1972,Newkorea Town Plaza,3,Shopping Center,Shopping Centers,4.5,159 10 Northern Blvd,(718) 661-0990,40.763,-73.806
1973,Marshalls,12,Shopping Center,Department Stores,4.5,206 Washington St,(212) 587-1901,40.7136,-74.0125
1974,American Outlet,5,Shopping Center,Outlet Stores,2.0,2228 3rd Ave,(212) 876-1923,40.8014,-73.9377
1975,Trump Tower,142,Shopping Center,Shopping Centers,3.0,725 5th Ave,(212) 832-2000,40.7624,-73.9737
1976,WOODstack,4,Shopping Center,Men's Clothing,4.5,2118 Avenue U,(718) 891-3758,40.5995,-73.9497
1977,Grand Central Station Holiday Market,26,Shopping Center,Shopping Centers,3.0,42ND St And Lexington Ave,,40.7515,-73.976
1978,Metro Center Atrium,1,Shopping Center,Shopping Centers,4.0,1776 Waters Pl,,40.8455,-73.841
1979,The Plaza,13,Shopping Center,Shopping Centers,4.0,1 West 58th St,(212) 759-3000,40.7638,-73.9736
1980,Turnstyle,72,Shopping Center,Shopping Centers,4.0,57th St & 8th Ave,(646) 768-9224,40.7686,-73.9821
1981,H&M,37,Shopping Center,Children's Clothing,3.0,497-501 Fulton St,(855) 466-7467,40.6896,-73.9829
1982,The Shops at 145 Front St,3,Shopping Center,Shopping Centers,2.5,145 Front St,(718) 928-3970,40.7025,-73.9871
1983,East River Plaza,16,Shopping Center,Shopping Centers,3.0,520 E 116th St,,40.7949,-73.932
1984,Baci Outlet,3,Shopping Center,Women's Clothing,5.0,55 Anchorage Pl,(212) 775-1100,40.7032,-73.9879
1985,The Shops at Riverside,50,Shopping Center,Shopping Centers,4.0,390 Hackensack Ave,(201) 489-0151,40.9058,-74.03
1986,Pergament Enterprises Mall,1,Shopping Center,Shopping Centers,5.0,2795 Richmond Ave,(718) 698-5346,40.5769,-74.1669
1987,Broadway Plaza,1,Shopping Center,Shopping Centers,1.0,171 230th Street,(203) 635-5560,40.8773,-73.9049
1988,Bruckner Plaza,1,Shopping Center,Shopping Centers,2.0,1998 Bruckner Blvd,,40.8243,-73.857
1989,Colosseum Mall,14,Shopping Center,Shopping Centers,2.0,8902 165th St,(718) 657-4400,40.7072,-73.7965
1990,Theatre District Shopping Court,8,Shopping Center,Shopping Centers,3.0,46th Street & 8th Avenue,(212) 809-5200,40.6433,-74.0014
1991,One Fulton Square,3,Shopping Center,Shopping Centers,3.0,39-16 Prince St,(718) 713-0202,40.7592,-73.8326
1992,TJ Maxx,18,Shopping Center,Women's Clothing,3.0,80-16 Cooper Ave,(718) 326-2158,40.7095,-73.8692
1993,90 - 30 Metropolitan Avenue,1,Shopping Center,Shopping Centers,1.0,90-30 Metropolitan Ave,(203) 635-5560,40.711,-73.8583
1994,Mulberry & Grand,7,Shopping Center,Accessories,5.0,1000 8th Ave,(212) 399-8999,40.7198,-73.997
1995,Lexington Outlet,1,Shopping Center,Shopping Centers,1.0,1636 Lexington Ave,(212) 996-0199,40.7907,-73.9475
1996,Tower Plaza,1,Shopping Center,Shopping Centers,5.0,4100 Park Ave,(201) 703-9700,40.7747,-74.0204
1997,Newport Plaza,1,Shopping Center,Shopping Centers,3.0,125 18th St,(201) 626-2078,40.7326,-74.038
1998,The Shops at Hudson Lights,2,Shopping Center,Shopping Centers,3.0,175 Main St,(212) 331-0115,40.8511,-73.9691
1999,Woodside Plaza,1,Shopping Center,Shopping Centers,3.0,Roosevelt Ave And Woodside Ave,,40.7453,-73.9047
2000,The Outlets at Bergen Town Center,139,Shopping Center,Shopping Centers,4.0,1 Bergen Town Ct,(201) 845-4050,40.9157,-74.0565
2001,Gateway Center,24,Shopping Center,Shopping Centers,2.5,610 Gateway Center Blvd,(718) 513-7725,40.8208,-73.9214
2002,Newport Centre,209,Shopping Center,Shopping Centers,3.0,30 Mall Dr W,(201) 626-2078,40.727,-74.0367
2003,Carlisle Outlet,6,Shopping Center,Women's Clothing,4.5,423 West 55th St,(212) 582-7114,40.7674,-73.9881
2004,Shops At Lincoln Harbor,2,Shopping Center,Shopping Centers,3.0,1000 Harbor Blvd,(201) 348-3703,40.7597,-74.0225
2005,Macy's,1482,Shopping Center,Department Stores,3.0,151 W 34th St,(212) 695-4400,40.7512,-73.9901
2006,Bartow Mall,1,Shopping Center,Shopping Centers,5.0,2063 Bartow Ave,,40.8701,-73.8283
2007,Gold Heart Boutique,17,Shopping Center,Accessories,4.5,30-28 Steinway St,(718) 685-2926,40.7633,-73.9157
2008,& Other Stories,1,Shopping Center,Women's Clothing,5.0,185 Greenwich St,(212) 389-5902,40.7116,-74.0123
2009,The Missing Link,17,Shopping Center,Antiques,5.0,40 W 25th St,(212) 645-6928,40.7437,-73.991
2010,The Tailory New York,14,Shopping Center,Men's Clothing,5.0,9 E 53rd St,(212) 813-1014,40.7603,-73.9749
2011,City Place,6,Shopping Center,Shopping Centers,4.0,225 River Rd,(609) 345-3900,40.807,-73.9905
2012,The Gallery At Westbury Plaza,42,Shopping Center,Shopping Centers,4.5,900 Old Country Road,(203) 635-5560,40.7437,-73.6049
2013,Pal Supermarket,5,Shopping Center,Convenience Stores,5.0,4421 4th Ave,(718) 436-3300,40.6492,-74.0092
2014,Promenade Shops At Clifton,5,Shopping Center,Shopping Centers,3.0,852 Rte 3 W,(973) 773-6400,40.8379,-74.1552
2015,Macy's Watch and Jewelry Repair,24,Shopping Center,Jewelry Repair,5.0,151 W 34th St,(212) 494-3663,40.7505,-73.9891
2016,Tom's Sons International Pleating,4,Shopping Center,Wholesale Stores,5.0,327 W 36th St,(646) 849-3933,40.7541,-73.9936
2017,The Mall at Short Hills,302,Shopping Center,Shopping Centers,4.0,1200 Morris Tpke,(973) 376-7350,40.74,-74.3637
2018,Hall Madden,32,Shopping Center,Bespoke Clothing,5.0,30 E 20th St,(872) 228-9910,40.7386,-73.9889
2019,Nine West Outlet,2,Shopping Center,Outlet Stores,3.0,2992 3rd Ave,(718) 585-3878,40.8191,-73.9137
2020,Columbus Circle Holiday Market,44,Shopping Center,Shopping Centers,3.5,Columbus Cir,(212) 529-9262,40.7681,-73.9815
2021,Burlington,2,Shopping Center,Department Stores,2.5,100-198 Martin Luther King Dr,,40.8442,-73.9235
2022,D L Cerney,9,Shopping Center,Men's Clothing,5.0,324 E 9th St,(212) 673-7033,40.7286,-73.9863
2023,I Need More,9,Shopping Center,Women's Clothing,5.0,75A Orchard St,(917) 261-5928,40.7176,-73.9906
2024,Fisher Park Plaza,1,Shopping Center,Shopping Centers,4.0,124 W 55th St,,40.7638,-73.98
2025,Malko Karkanni Bros.,7,Shopping Center,Grocery,4.5,174 Atlantic Ave,(718) 834-0845,40.6898,-73.9938
2026,Suzette LaValle,11,Shopping Center,Women's Clothing,5.0,726 Franklin Ave,(646) 281-4029,40.6739,-73.9571
2027,Bryn Taylor Style,10,Shopping Center,Personal Shopping,5.0,"Manhattan, NY 10001",(917) 740-9254,40.7491,-73.9924
2028,Adrianna Papell,4,Shopping Center,Women's Clothing,3.0,512 Fashion Ave,(212) 695-5244,40.7534,-73.9893
2029,Vinnie's Styles,25,Shopping Center,Women's Clothing,4.0,239 Flatbush Ave,(718) 636-9787,40.681,-73.975
2030,African Movies Mall,1,Shopping Center,Shopping Centers,1.0,183 E 165th St,(718) 503-5040,40.8306,-73.9192
2031,Old Colony Square,1,Shopping Center,Shopping Centers,3.0,424 Grand St,,40.7172,-74.0537
2032,Aviation Plaza,2,Shopping Center,Shopping Centers,4.5,601-901 W Edgar Rd,,40.6192,-74.2496
2033,Peoples Department Store,3,Shopping Center,Department Stores,4.5,4 Ralph Ave,(718) 452-1807,40.6905,-73.9245
2034,Saks OFF 5TH,14,Shopping Center,Women's Clothing,2.5,850 3rd Ave,(347) 464-5715,40.6593,-74.0043
2035,Nike Brooklyn,15,Shopping Center,Sports Wear,3.5,2236 Nostrand Ave,(718) 434-3502,40.63,-73.9474
2036,Muffets Closet,4,Shopping Center,Women's Clothing,5.0,3115 Church Ave,(917) 652-4646,40.651,-73.948
2037,Edgewater Commons,1,Shopping Center,Shopping Centers,4.0,477 River Rd,,40.8133,-73.9851
2038,Brooklyn Ochun,1,Shopping Center,Jewelry,5.0,240 Kent Ave,(347) 382-0714,40.7168,-73.9657
2039,10 Spot,6,Shopping Center,Outlet Stores,4.0,1273 Broadway,(718) 455-0681,40.6913,-73.9246
2040,Corniche Furs,21,Shopping Center,Fur Clothing,4.5,345 7th Ave,(212) 239-8655,40.7481,-73.9924
2041,The Plaza at Harmon Meadow,10,Shopping Center,Shopping Centers,3.5,700 Plaza Dr,(800) 488-0768,40.7854,-74.0454
2042,Payless Dresses,19,Shopping Center,Women's Clothing,4.5,5557 59th St,(718) 326-1016,40.7257,-73.9086
2043,Bluesuits,7,Shopping Center,Women's Clothing,4.0,200 West 70th St,(212) 787-0278,40.7773,-73.9828
2044,Century 21,1234,Shopping Center,Department Stores,3.0,22 Cortlandt St,(212) 227-9092,40.7105,-74.0105
2045,Peter Manning NYC,11,Shopping Center,Men's Clothing,4.5,933 Broadway,(800) 564-1227,40.7404,-73.9897
2046,Sneaker Station,5,Shopping Center,Shoe Stores,4.0,15630 Northern Blvd,(718) 358-5477,40.7639,-73.8089
2047,Bobby's Department Store,9,Shopping Center,Department Stores,4.0,823 Utica Ave,(718) 345-1500,40.6529,-73.9302
2048,Nordstrom Rack Union Square,261,Shopping Center,Department Stores,3.5,60 E 14th St,(212) 220-2080,40.7342,-73.9902
2049,Caesar's Bay Bazaar,17,Shopping Center,Department Stores,3.0,1640 Shore Pkwy,(718) 372-8686,40.5951,-73.9993
2050,Suit Club,16,Shopping Center,Men's Clothing,5.0,37 W 57th St,(212) 588-8825,40.7641,-73.976
2051,Torrid,3,Shopping Center,Accessories,5.0,2655 Richmond Ave,(718) 698-1851,40.5813,-74.1648
2052,UNIQLO,371,Shopping Center,Women's Clothing,4.0,666 5th Ave,(877) 486-4756,40.7607,-73.9766
2053,Menlo Park Mall,179,Shopping Center,Shopping Centers,4.0,55 Parsonage Rd,(732) 549-1900,40.5477,-74.3355
2054,Annelore,6,Shopping Center,Women's Clothing,4.5,636 Hudson St,(212) 255-5574,40.7386,-74.0053
2055,Gem Stores,2,Shopping Center,Department Stores,4.0,946 Pennsylvania Ave,(718) 385-3485,40.655,-73.8882
2056,Saks OFF 5TH,5,Shopping Center,Outlet Stores,3.5,290 Baychester Ave,(929) 237-7834,40.8656,-73.8298
2057,Rego Center,64,Shopping Center,Department Stores,3.5,61-35 Junction Blvd,(718) 275-2696,40.7331,-73.863
2058,Muji,9,Shopping Center,Department Stores,2.5,200 Wythe Ave,(718) 599-1920,40.7186,-73.9616
2059,K-S Discount Mart,4,Shopping Center,Department Stores,4.0,4107 Ave D,(718) 629-1275,40.6418,-73.9377
2060,Nike Clearance Store,79,Shopping Center,Sports Wear,4.0,40-24 College Point Blvd,(718) 353-1694,40.7578,-73.8344
2061,Livonia Discount,1,Shopping Center,Department Stores,5.0,586 Livonia Ave,(718) 495-9435,40.6644,-73.8954
2062,Futonland - Functional Furniture and Mattresses,68,Shopping Center,Mattresses,4.0,730 Amsterdam Ave,(212) 663-8454,40.7939,-73.9709
2063,Anna Belen,27,Shopping Center,Accessories,4.5,834 Lexington Ave,(646) 490-6591,40.7652,-73.9661
2064,Coach,16,Shopping Center,Accessories,4.5,685 5th Ave,(212) 758-2450,40.7608,-73.9751
